INCIDENT INFO,DESCRIPTION,START_DT,MODIFIED_DT,QUADRANT,Longitude,Latitude,location,Count
Shawnessy Boulevard at Shawinigan Drive SW,2 vehicle incident.,12/15/2016 05:34:47 PM,12/15/2016 05:35:29 PM,SW,-114.089463886458,50.9137024146106,"(50.913702, -114.089464)",1
Westbound Memorial Drive at 19 Street NW,2 vehicle incident.,12/15/2016 06:31:02 PM,12/15/2016 06:31:58 PM,NW,-114.106125423731,51.0491480905953,"(51.049148, -114.106125)",1
Northbound Crowchild Trail north of Kensington Road NW,2 vehicle incident.,12/15/2016 07:11:25 PM,12/15/2016 07:12:33 PM,NW,-114.118501241,51.0524923336499,"(51.052492, -114.118501)",1
Northbound Deerfoot Trail past 17 Avenue SE,Single vehicle incident.,12/15/2016 09:30:26 PM,12/15/2016 09:32:43 PM,SE,-114.008611991531,51.0370350874538,"(51.037035, -114.008612)",1
Eastbound 16 Avenue at 14 Street NW,2 vehicle incident.,12/15/2016 09:31:48 PM,12/15/2016 09:32:43 PM,NW,-114.096037227896,51.0670177605415,"(51.067018, -114.096037)",1
Eastbound Glenmore Trail approaching Deerfoot Trail SE,Multi vehicle incident.,12/15/2016 10:44:58 PM,12/15/2016 10:46:11 PM,SW,-114.039173086151,50.9941565858237,"(50.994157, -114.039173)",1
Northbound Deerfoot Trail approaching Peigan Trail SE,Single vehicle incident.,12/15/2016 10:02:10 PM,12/15/2016 10:25:08 PM,SE,-114.005256240543,51.0150012899922,"(51.015001, -114.005256)",1
Memorial Drive at 12 Street NE,2 vehicle incident.,12/15/2016 11:15:35 PM,12/15/2016 11:22:31 PM,NE,-114.032366799079,51.0482459788727,"(51.048246, -114.032367)",1
Eastbound Glenmore Trail approaching Blackfoot Trail SE,Multi vehicle incident.,12/15/2016 10:59:07 PM,12/15/2016 11:22:31 PM,SE,-114.056911752152,50.9939810922884,"(50.993981, -114.056912)",1
Northbound Deerfoot Trail north of Anderson Road SE,Single vehicle incident.,12/15/2016 11:21:05 PM,12/15/2016 11:22:30 PM,SE,-114.033912316884,50.9483419251775,"(50.948342, -114.033912)",1
Westbound 16 Avenue at 36 Street NE,2 vehicle incident blocking the right lane.,12/16/2016 06:04:02 AM,12/16/2016 06:16:54 AM,NE,-113.989218910462,51.0670855695326,"(51.067086, -113.989219)",1
Eastbound Stoney Trail to northbound Deerfoot Trail SE,2 vehicle incident.,12/16/2016 06:13:35 AM,12/16/2016 06:16:54 AM,SE,-113.986616334736,50.8983208574228,"(50.898321, -113.986616)",1
Eastbound Glenmore Trail at 14 Street SW,2 vehicle incident blocking the left lane.,12/16/2016 06:37:15 AM,12/16/2016 06:39:22 AM,SW,-114.101595818037,50.9963892678367,"(50.996389, -114.101596)",1
Westbound Glenmore Trail west of Blackfoot Trail SE,Multi vehicle incident.,12/16/2016 06:57:53 AM,12/16/2016 07:23:17 AM,SE,-114.056911752152,50.9939810922884,"(50.993981, -114.056912)",1
Eastbound 40 Avenue to southbound Crowchild Trail NW,2 vehicle incident.,12/16/2016 07:22:28 AM,12/16/2016 07:23:17 AM,NW,-114.135713240739,51.0882403913025,"(51.08824, -114.135713)",1
Eastbound Glenmore Trail west of Blackfoot Trail SE,2 vehicle incident blocking the left lane.,12/16/2016 06:34:32 AM,12/16/2016 06:39:22 AM,SE,-114.056911752152,50.9939810922884,"(50.993981, -114.056912)",1
Eastbound Glenmore Trail west of Macleod Trail SW,Single vehicle incident.,12/16/2016 08:30:56 AM,12/16/2016 08:41:11 AM,SW,-114.072037003149,50.9944276300291,"(50.994428, -114.072037)",1
Northbound Deerfoot Trail at 130 Avenue SE,2 vehicle incident blocking the right lane.,12/16/2016 07:27:10 AM,12/16/2016 07:47:31 AM,SE,-113.978889575018,50.9319825227522,"(50.931983, -113.97889)",1
Eastbound Bow Trail west of Sarcee Trail SW,Multi vehicle incident.,12/16/2016 08:34:56 AM,12/16/2016 08:41:11 AM,SW,-114.165476911424,51.0533696615276,"(51.05337, -114.165477)",1
Southbound Elbow Drive at Southland Drive SW,2 vehicle incident.,12/16/2016 08:10:13 AM,12/16/2016 08:24:06 AM,SW,-114.084886938991,50.9634471245518,"(50.963447, -114.084887)",1
Westbound Mcknight Boulevard east of Barlow Trail NE,2 vehicle incident.,12/16/2016 08:38:21 AM,12/16/2016 08:41:11 AM,NE,-114.003921890327,51.0928962668731,"(51.092896, -114.003922)",1
Centre Street at 40 Avenue NE,2 vehicle incident.,12/16/2016 09:06:55 AM,12/16/2016 09:24:37 AM,NE,-114.062433733103,51.0887404631769,"(51.08874, -114.062434)",1
Northbound Deerfoot Trail at 130 Avenue SE,2 vehicle incident blocking the left lane.,12/16/2016 09:55:10 AM,12/16/2016 09:56:02 AM,SE,-113.978889575018,50.9319825227522,"(50.931983, -113.97889)",1
Richmond Road at 30 Street SW,Single vehicle incident.,12/16/2016 09:23:51 AM,12/16/2016 09:24:37 AM,SW,-114.131239934762,51.0254768514178,"(51.025477, -114.13124)",1
Eastbound 16 Avenue at Barlow Trail NE,Multi-vehicle incident blocking the left lane.,12/16/2016 10:06:20 AM,12/16/2016 10:20:52 AM,NE,-114.007756083027,51.0670118241574,"(51.067012, -114.007756)",1
Eastbound Glenmore Trail approaching Blackfoot Trail SE,2 vehicle incident blocking the right lane.,12/16/2016 11:30:59 AM,12/16/2016 11:51:36 AM,SE,-114.056911752152,50.9939810922884,"(50.993981, -114.056912)",1
68 Street at California Avenue NE,Single vehicle incident.,12/16/2016 11:49:58 AM,12/16/2016 11:51:36 AM,NE,-114.309770132637,51.1213958442229,"(51.121396, -114.30977)",1
16 Avenue at 2 Street NW,"Signal lights are flashing red, crews have been dispatched.",12/16/2016 12:50:11 PM,12/16/2016 12:52:40 PM,NW,-114.067449602607,51.0670006234133,"(51.067001, -114.06745)",1
Southbound Deerfoot Trail at 16 Avenue NE,2 vehicle incident moved to shoulder.,12/16/2016 12:48:54 PM,12/16/2016 12:52:40 PM,NE,-114.028551292521,51.0673798693422,"(51.06738, -114.028551)",1
Westbound Blackfoot Trail at 19 Street SE,Stalled vehicle in the left turn lane,12/16/2016 01:38:43 PM,12/16/2016 01:50:31 PM,SE,-114.017915085819,51.0374169048994,"(51.037417, -114.017915)",1
20 Street at 33 Avenue SW,Incident involving a pedestrian,12/16/2016 02:38:11 PM,12/16/2016 02:40:39 PM,SW,-114.10944594054,51.02398649652,"(51.023986, -114.109446)",1
Memorial Drive at Penbrooke Drive SE,2 vehicle incident,12/16/2016 03:38:02 PM,12/16/2016 03:48:43 PM,NE,-113.941838399408,51.0520679499487,"(51.052068, -113.941838)",1
Southbound Deerfoot Trail approaching Memorial Drive NE,2 vehicle incident,12/16/2016 02:59:19 PM,12/16/2016 03:19:16 PM,NE,-114.020024073277,51.055018096025,"(51.055018, -114.020024)",1
Northbound Blackfoot Trail at Alyth Road Se,Multi vehicle incident,12/16/2016 03:02:18 PM,12/16/2016 03:19:16 PM,SE,-114.025422265832,51.0340286257944,"(51.034029, -114.025422)",1
Memorial Drive at 4 Street NW,2 vehicle incident,12/16/2016 03:18:15 PM,12/16/2016 03:19:16 PM,NW,-114.071513993077,51.0575662965773,"(51.057566, -114.071514)",1
Eastbound 16 Avenue after 36 Street NE,Single vehicle incident,12/16/2016 03:10:35 PM,12/16/2016 03:19:16 PM,NE,-113.972862545581,51.0667840092888,"(51.066784, -113.972863)",1
Westbound 16 Avenue approaching 36 Street NE,2 vehicle incident,12/16/2016 04:29:28 PM,12/16/2016 04:43:15 PM,NE,-113.989218910462,51.0670855695326,"(51.067086, -113.989219)",1
Northbound 34th Street at 32nd Avenue NE,2 vehicle incident,12/16/2016 04:04:59 PM,12/16/2016 04:06:03 PM,NE,-113.985509733171,51.0814315410939,"(51.081432, -113.98551)",1
